SEASON,PLAYER_ID_combine,TEAM_ABBREVIATION,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_W_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,SPOT_FIFTEEN_CORNER_LEFT,SPOT_FIFTEEN_BREAK_LEFT,SPOT_FIFTEEN_TOP_KEY,SPOT_FIFTEEN_BREAK_RIGHT,SPOT_FIFTEEN_CORNER_RIGHT,SPOT_COLLEGE_CORNER_LEFT,SPOT_COLLEGE_BREAK_LEFT,SPOT_COLLEGE_TOP_KEY,SPOT_COLLEGE_BREAK_RIGHT,SPOT_COLLEGE_CORNER_RIGHT,SPOT_NBA_CORNER_LEFT,SPOT_NBA_BREAK_LEFT,SPOT_NBA_TOP_KEY,SPOT_NBA_BREAK_RIGHT,SPOT_NBA_CORNER_RIGHT,OFF_DRIB_FIFTEEN_BREAK_LEFT,OFF_DRIB_FIFTEEN_TOP_KEY,OFF_DRIB_FIFTEEN_BREAK_RIGHT,OFF_DRIB_COLLEGE_BREAK_LEFT,OFF_DRIB_COLLEGE_TOP_KEY,OFF_DRIB_COLLEGE_BREAK_RIGHT,ON_MOVE_FIFTEEN,ON_MOVE_COLLEGE,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,OREB,PF,PTS,REB,STL,TOV
2015,1626170,NYK,Jerian Grant,PG,75.25,76.25,198.0,79.5,100.0,5.6,8.25,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,0.1,1.6,1.3,0.3,0.22,5.1,2.0,0.39399999999999996,1.6,1.3,0.78,0.3,1.3,5.6,1.9,0.7,1.1
2015,1626149,HOU,Montrezl Harrell,PF,79.0,79.5,253.4,88.25,109.0,11.9,9.0,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.3,1.0,0.0,0.0,0.0,2.3,1.5,0.644,1.2,0.6,0.522,0.6,1.2,3.6,1.7,0.3,0.4
2015,1626151,CHA,Aaron Harrison,SG,76.5,78.0,209.2,80.25,100.5,6.0,8.75,10.0,28.5,34.5,,,3.27,1.0,,,,,,1.0,0.4,0.6,0.6,0.6,0.0,0.2,0.2,0.6,0.6,0.25,0.625,0.5,,,,,0.5121951219512195,0.1,0.0,0.5,0.5,0.1,0.3,0.9,0.2,0.263,0.6,0.2,0.41700000000000004,0.2,0.5,0.9,0.7,0.3,0.2
2015,1626150,MEM,Andrew Harrison,PG,76.5,77.5,213.2,81.0,100.0,5.9,8.25,9.25,26.5,33.0,11.2,,3.34,,,,,,,0.6,0.8,0.8,0.4,0.4,0.4,0.2,0.6,0.2,0.2,0.75,0.625,0.5,,,,,0.6153846153846154,2.8,0.3,1.6,2.2,0.6,0.276,5.0,1.6,0.325,2.7,2.1,0.763,0.3,2.7,5.9,1.9,0.7,1.2
2015,1626178,BKN,Rondae Hollis-Jefferson,SF,77.5,79.0,210.8,86.0,104.0,5.0,8.75,9.75,32.0,38.0,10.41,3.19,3.12,13.0,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.6,4.0,0.5,0.1,0.28600000000000003,4.8,2.2,0.457,1.8,1.3,0.7120000000000001,1.3,2.1,5.8,5.3,1.3,0.9
2015,1626158,PHI,Richaun Holmes,PF,80.25,81.5,242.8,85.5,108.0,8.8,8.5,8.5,32.5,36.0,11.24,3.31,3.32,15.0,,,,,,1.0,0.4,0.4,0.4,0.6,0.2,0.2,0.2,0.6,0.4,0.75,0.625,0.125,,,,,0.5957446808510638,0.6,0.8,1.4,0.9,0.2,0.182,4.4,2.2,0.514,1.5,1.0,0.6890000000000001,1.2,1.8,5.6,2.6,0.4,0.6
2015,1626154,BOS,R.J. Hunter,SG,76.5,78.0,185.0,82.5,104.0,6.0,8.5,8.25,27.5,33.5,10.87,2.91,3.26,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,1.0,1.8,0.5,0.302,2.7,1.0,0.36700000000000005,0.2,0.2,0.857,0.1,0.8,2.7,1.0,0.4,0.3
2015,1626205,MEM,Vince Hunter,PF,78.75,79.5,208.4,83.0,104.5,4.6,9.0,8.75,33.5,37.5,11.19,3.06,3.26,13.0,,,,,,0.2,0.0,0.8,0.6,0.4,0.0,0.4,0.2,0.4,0.8,,,,0.625,0.125,0.75,0.3076923076923077,,0.0,0.3,0.3,0.0,0.0,0.0,1.3,0.8,0.6,0.0,0.0,0.0,0.5,0.0,1.5,0.8,0.0,0.3
2015,1626177,OKC,Dakari Johnson,C,83.0,83.75,264.6,86.0,112.0,14.9,9.25,10.5,22.5,25.0,11.76,2.94,3.62,4.0,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.6,0.0,0.0,0.0,1.3,0.7,0.564,0.6,0.4,0.55,0.5,0.9,1.8,1.1,0.2,0.1
2015,1626169,DET,Stanley Johnson,SF,77.0,78.5,241.8,83.5,102.0,7.5,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,0.2,3.4,2.8,0.9,0.307,8.2,3.1,0.375,1.4,1.1,0.784,0.8,2.4,8.1,4.2,0.8,1.6
2015,1626145,MIN,Tyus Jones,PG,72.5,74.0,184.6,77.0,97.0,6.5,8.25,8.75,26.5,32.5,11.84,2.95,3.32,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.9,0.1,1.1,1.4,0.4,0.302,4.2,1.5,0.359,1.1,0.8,0.718,0.2,0.9,4.2,1.3,0.8,0.9
2015,1626163,CHA,Frank Kaminsky,C-PF,83.75,84.75,231.2,83.0,109.5,9.4,8.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.5,3.3,2.5,0.8,0.337,6.5,2.7,0.41,1.8,1.3,0.73,0.9,1.6,7.5,4.1,0.5,0.7
2015,1626172,GSW,Kevon Looney,PF,80.0,81.25,222.4,87.5,110.0,11.9,9.5,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.2,0.4,0.2,0.5,1.4,0.8,0.5710000000000001,0.0,0.0,0.0,0.8,0.4,1.8,2.0,0.0,0.2
2015,1626168,UTA,Trey Lyles,PF,81.0,82.25,241.2,85.5,108.0,12.1,9.25,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.2,3.0,1.6,0.6,0.38299999999999995,5.5,2.4,0.43799999999999994,1.0,0.7,0.695,0.7,1.4,6.1,3.7,0.3,0.8
2015,1626185,MEM,Jarell Martin,PF,80.0,81.25,238.6,81.0,106.5,10.1,8.25,9.5,28.5,35.0,11.2,2.97,3.27,19.0,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.3,1.7,0.1,0.0,0.0,4.3,2.0,0.466,2.3,1.7,0.726,1.4,2.1,5.7,3.2,0.3,0.7
2015,204456,PHI,TJ McConnell,PG,72.5,74.0,187.8,74.0,96.5,7.3,7.5,7.0,26.0,31.5,10.95,3.09,3.3,7.0,,,,,,0.8,0.8,0.6,0.8,0.4,0.4,0.6,0.4,1.0,0.2,0.625,0.625,0.5,,,,,0.7659574468085106,4.5,0.1,2.6,1.1,0.4,0.348,5.7,2.7,0.47,0.5,0.3,0.634,0.5,1.4,6.1,3.1,1.2,1.7
2015,1626191,BKN,Chris McCullough,PF,80.25,81.0,199.0,87.25,109.0,6.2,8.75,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.5,1.8,1.4,0.5,0.382,4.5,1.8,0.40399999999999997,1.0,0.5,0.478,1.0,1.6,4.7,2.8,1.2,0.6
2015,1626175,BOS,Jordan Mickey,PF,79.0,80.25,238.0,87.25,106.0,7.2,8.75,9.5,33.0,37.5,11.72,3.13,3.28,9.0,,,,,,0.6,0.4,0.6,1.0,0.2,0.4,0.2,0.6,0.6,0.4,,,,0.75,0.75,0.875,,0.5957446808510638,0.1,0.7,0.4,0.0,0.0,0.0,1.4,0.5,0.364,0.6,0.3,0.5,0.4,0.3,1.3,0.8,0.0,0.1
2015,1626162,WAS,Kelly Oubre,SF-SG,77.75,78.75,202.8,86.25,102.5,5.7,9.0,8.75,34.5,37.0,11.09,3.12,3.32,7.0,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.1,1.7,1.3,0.4,0.316,3.3,1.4,0.42700000000000005,0.8,0.5,0.633,0.4,1.6,3.7,2.1,0.3,0.5
2015,1626166,OKC,Cameron Payne,PG,72.75,73.5,182.8,79.25,97.5,6.3,8.5,8.25,29.75,35.5,10.9,2.93,3.28,0.0,,,,,,1.0,0.6,0.6,0.8,0.8,0.6,0.8,0.2,0.6,0.6,0.125,0.625,0.75,,,,0.5952380952380952,,1.9,0.1,1.3,1.9,0.6,0.324,4.9,2.0,0.41,0.4,0.3,0.792,0.2,1.4,5.0,1.5,0.6,0.8
2015,1626171,CHI,Bobby Portis,PF,81.5,82.5,246.2,86.0,108.5,8.9,9.5,9.25,25.0,31.5,11.78,3.28,3.56,5.0,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.4,3.5,0.8,0.3,0.308,7.0,3.0,0.42700000000000005,1.1,0.8,0.727,2.0,1.6,7.0,5.4,0.4,0.9
2015,1626181,TOR,Norman Powell,SG,75.0,76.25,215.4,82.75,102.5,6.4,9.25,9.0,32.5,40.5,10.69,3.2,3.2,5.0,,,,,,0.8,0.4,1.0,0.2,0.8,0.6,0.4,0.4,0.2,0.6,1.0,0.75,0.625,,,,,0.6190476190476191,1.0,0.2,1.9,1.8,0.7,0.40399999999999997,4.7,2.0,0.424,1.1,0.9,0.8109999999999999,0.3,1.2,5.6,2.3,0.6,0.7
2015,1626184,PHI,Chasson Randle,PG,72.25,73.5,178.8,79.0,96.5,4.5,8.5,9.5,33.5,39.5,10.63,2.81,3.2,6.0,,,,,,0.4,0.6,0.6,0.8,0.4,0.2,0.8,0.4,0.8,0.8,0.875,0.75,0.5,,,,,0.6888888888888889,0.8,0.1,0.6,1.9,0.8,0.4,3.3,1.5,0.462,1.5,1.5,1.0,0.0,1.4,5.3,0.6,0.4,0.4
2015,1626179,BOS,Terry Rozier,PG-SG,72.5,74.25,190.2,80.25,98.5,5.6,8.25,8.5,33.0,38.0,10.84,2.84,3.15,7.0,,,,,,0.8,0.8,0.8,0.8,0.6,1.0,1.0,1.0,0.6,0.8,0.625,0.625,0.75,,,,0.8085106382978723,,0.9,0.0,1.0,0.7,0.2,0.222,2.7,0.7,0.27399999999999997,0.3,0.2,0.8,0.6,0.6,1.8,1.6,0.2,0.5
2015,1626156,LAL,D?Angelo Russell,PG-SG,75.25,77.0,193.4,81.75,102.0,8.3,8.75,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,0.2,2.8,4.6,1.6,0.35100000000000003,12.0,4.9,0.41,2.4,1.8,0.737,0.6,1.8,13.2,3.4,1.2,2.5
2015,1626167,IND,Myles Turner,C-PF,81.75,83.5,238.6,88.0,112.0,9.3,9.25,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,1.4,4.4,0.2,0.1,0.214,8.8,4.4,0.498,2.0,1.5,0.727,1.1,2.6,10.3,5.5,0.4,1.1
2015,1626173,MIL,Rashad Vaughn,SG,75.75,77.0,198.6,79.0,101.0,6.2,8.0,8.5,28.0,34.0,11.4,3.1,3.21,5.0,,,,,,0.6,0.6,0.8,0.4,0.8,,,,,,0.8333333333333334,0.6666666666666666,1.0,,,,0.7,,0.6,0.2,1.1,2.1,0.6,0.293,3.8,1.2,0.305,0.2,0.2,0.8,0.2,1.0,3.1,1.3,0.4,0.4
2015,1626210,PHX,Alan Williams,PF,79.25,80.25,261.4,85.75,106.5,12.0,8.5,9.5,25.5,28.5,12.26,3.54,3.5,8.0,,,,,,0.4,0.6,0.4,0.6,0.6,0.0,0.0,0.0,0.0,0.2,,,,0.875,0.375,0.25,0.4166666666666667,,0.5,0.5,2.4,0.0,0.0,0.0,2.4,1.0,0.41700000000000004,1.4,0.9,0.643,1.4,1.5,2.9,3.8,0.4,0.6
2015,1626159,MIA,Justise Winslow,SF,76.5,78.5,221.8,82.25,104.5,5.3,8.5,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.3,4.1,1.5,0.4,0.276,5.9,2.5,0.42200000000000004,1.5,1.0,0.684,1.0,2.4,6.4,5.2,0.9,1.2
2015,1626174,PHI,Christian Wood,PF,81.25,82.5,216.0,87.25,111.5,14.7,9.25,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.4,1.5,0.6,0.2,0.364,3.1,1.3,0.415,1.2,0.8,0.619,0.8,0.6,3.6,2.2,0.3,0.1
2015,1626153,TOR,Delon Wright,PG,76.25,77.5,181.4,79.5,101.5,6.6,8.0,8.5,29.5,31.0,11.16,3.5,3.29,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.1,1.1,0.5,0.2,0.385,3.0,1.3,0.45,1.3,1.0,0.743,0.3,0.3,3.8,1.4,0.3,0.6
2016,1627758,NYK,Ron Baker,SG,75.25,76.25,212.4,81.75,97.5,7.85,8.75,9.5,30.0,35.5,10.77,2.96,3.45,,,,,,,1.0,0.6,0.4,0.8,0.4,1.0,0.0,0.4,1.0,0.8,0.8333333333333334,0.5,0.8333333333333334,,,,0.78125,,2.1,0.2,1.7,1.7,0.4,0.267,4.2,1.6,0.37799999999999995,0.8,0.5,0.6509999999999999,0.2,1.4,4.1,1.9,0.7,1.1
2016,1627735,MEM,Wade Baldwin IV,PG,74.5,76.0,201.8,83.25,100.0,5.2,9.0,9.75,32.5,38.0,10.45,3.01,3.19,,,,,,,,,,,,,,,,,,,,,,,,,1.8,0.2,1.1,0.7,0.1,0.136,3.5,1.1,0.313,1.1,0.9,0.838,0.3,1.2,3.2,1.4,0.5,1.2
2016,1627736,DEN,Malik Beasley,SG,75.5,76.5,189.8,79.0,100.5,6.9,8.5,9.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.0,0.5,1.3,0.4,0.321,3.3,1.5,0.452,0.5,0.4,0.8,0.2,0.5,3.8,0.8,0.3,0.4
2016,1627761,ATL,DeAndre Bembry,SG-SF,76.25,77.75,206.6,81.25,101.0,7.0,8.0,9.25,32.0,38.0,10.9,2.87,3.17,,0.4,0.4,0.6,0.8,0.8,,,,,,0.2,0.8,0.4,0.2,0.8,0.3333333333333333,0.3333333333333333,0.5,,,,0.4444444444444444,0.6,0.7,0.1,1.2,0.5,0.0,0.055999999999999994,2.6,1.2,0.48,0.4,0.2,0.375,0.4,0.6,2.7,1.6,0.2,0.4
2016,1627791,DAL,Ben Bentil,PF,79.25,80.25,229.2,85.5,105.0,9.7,9.5,10.0,29.0,33.0,11.16,3.1,3.3,,0.4,0.6,0.8,0.8,0.8,,,,,,0.4,0.6,0.6,0.8,0.4,0.8333333333333334,0.5,0.5,,,,0.6666666666666666,,0.0,0.0,0.7,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0.3
2016,1628417,CLE,Jaron Blossomgame,SF,78.25,79.25,213.6,82.0,102.0,5.25,8.5,10.0,35.0,41.0,11.53,3.26,3.2,,0.2,0.8,0.6,0.4,0.2,,,,,,0.6,0.6,0.6,0.6,0.6,0.5,1.0,0.5,,,,0.6363636363636364,0.6363636363636364,0.5,0.3,2.7,1.4,0.4,0.256,3.9,1.7,0.44299999999999995,0.5,0.4,0.769,1.0,0.7,4.2,3.6,0.3,0.4
2016,1627762,UTA,Joel Bolomboy,PF,79.5,81.0,224.4,85.75,103.5,5.15,9.0,10.25,37.5,40.5,10.26,2.86,3.17,,0.4,1.0,1.0,0.4,0.6,,,,,,0.6,0.4,0.6,0.4,0.8,0.8333333333333334,0.6666666666666666,0.6666666666666666,,,,0.7272727272727273,0.8,0.2,0.2,1.1,0.3,0.1,0.25,1.3,0.8,0.563,0.5,0.3,0.5,0.3,0.1,1.8,1.4,0.1,0.2
2016,1627763,MIL,Malcolm Brogdon,SG,75.75,77.5,223.0,82.5,98.0,5.4,9.0,10.25,30.5,35.5,10.77,2.64,3.31,,0.6,1.0,0.8,0.8,1.0,,,,,,0.6,0.8,0.0,0.4,0.8,0.3333333333333333,0.6666666666666666,0.8333333333333334,,,,0.8181818181818182,0.8181818181818182,4.2,0.2,2.2,2.6,1.0,0.40399999999999997,8.5,3.9,0.457,1.7,1.5,0.865,0.6,1.9,10.2,2.8,1.1,1.5
2016,1627759,BOS,Jaylen Brown,SG-SF,77.25,78.75,222.8,83.75,102.5,5.05,8.75,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.2,2.2,1.7,0.6,0.34299999999999997,5.4,2.5,0.455,1.6,1.1,0.685,0.6,1.8,6.6,2.8,0.4,0.9
2016,1627737,PHX,Marquese Chriss,PF,80.75,82.0,233.0,84.25,105.0,8.5,9.0,9.0,32.5,38.5,11.93,3.05,3.26,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.9,3.1,2.7,0.9,0.321,7.7,3.5,0.449,2.2,1.4,0.624,1.2,3.2,9.2,4.2,0.8,1.3
2016,1627738,MEM,Deyonta Davis,PF,81.25,82.5,237.2,86.5,108.5,9.7,9.0,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.5,1.1,0.0,0.0,0.0,1.3,0.7,0.511,0.5,0.3,0.556,0.6,1.1,1.6,1.7,0.1,0.2
2016,1627767,NOP,Cheick Diallo,PF,79.5,81.0,218.6,88.5,107.5,5.6,8.5,9.75,31.0,35.0,11.24,3.3,3.26,,0.4,0.6,0.6,0.8,1.0,,,,,,0.4,0.8,0.4,0.0,0.4,0.5,0.8333333333333334,0.5,,,,0.46875,,0.2,0.4,2.9,0.0,0.0,0.0,4.5,2.1,0.474,1.2,0.9,0.7140000000000001,1.4,1.0,5.1,4.3,0.2,0.4
2016,1627739,MIN,Kris Dunn,PG,75.0,76.25,,81.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.5,1.8,0.9,0.3,0.28800000000000003,4.0,1.5,0.377,0.8,0.5,0.61,0.3,2.3,3.8,2.1,1.0,1.1
2016,1627740,DET,Henry Ellenson,PF,82.0,83.5,242.0,86.25,108.0,11.2,8.5,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.1,1.7,1.8,0.5,0.28600000000000003,3.4,1.2,0.359,0.4,0.2,0.5,0.4,0.3,3.2,2.2,0.1,0.7
2016,1627770,CLE,Kay Felder,PG,68.25,69.5,177.2,74.5,88.5,5.8,8.25,8.5,35.5,44.0,11.52,2.9,3.15,,0.2,0.6,1.0,0.4,0.8,,,,,,0.4,0.0,0.8,0.6,0.8,0.16666666666666666,0.5,0.6666666666666666,,,,0.6363636363636364,0.7,1.4,0.2,0.9,0.5,0.2,0.318,3.8,1.5,0.392,1.2,0.8,0.7140000000000001,0.1,0.9,4.0,1.0,0.4,0.7
2016,1627827,DAL,Dorian Finney-Smith,SF,78.5,79.75,212.6,83.75,105.5,6.45,9.0,9.75,32.5,35.5,11.01,3.04,3.27,,0.8,1.0,0.8,0.8,0.4,,,,,,1.0,0.8,0.6,0.4,0.4,0.3333333333333333,0.8333333333333334,0.8333333333333334,,,,0.6666666666666666,,0.8,0.3,2.1,2.4,0.7,0.293,4.1,1.5,0.37200000000000005,0.8,0.6,0.754,0.7,1.5,4.3,2.7,0.6,0.6
2016,1627771,DET,Michael Gbinije,SG,77.5,78.75,204.6,79.5,101.0,5.4,8.0,9.0,33.5,37.5,11.0,3.19,3.12,,0.6,0.2,0.4,0.8,0.4,,,,,,0.8,0.8,0.2,0.4,0.4,0.5,0.5,0.6666666666666666,,,,0.6363636363636364,0.5454545454545454,0.2,0.0,0.1,0.4,0.0,0.0,1.1,0.1,0.1,0.2,0.2,1.0,0.2,0.2,0.4,0.3,0.0,0.0
2016,1627772,OKC,Daniel Hamilton,SG-SF,78.25,80.0,197.0,81.0,103.5,5.95,9.0,8.5,26.0,29.0,11.48,3.2,3.4,,0.6,0.4,0.4,0.2,0.6,,,,,,0.2,0.8,0.2,0.6,0.4,0.5,1.0,0.6666666666666666,,,,0.7272727272727273,0.7272727272727273,1.3,0.0,0.8,0.8,0.3,0.4,1.8,0.8,0.455,0.0,0.0,0.0,0.0,0.3,2.0,0.8,0.2,0.3
2016,1628404,LAL,Josh Hart,SG,76.0,77.5,203.6,80.5,99.5,5.75,8.5,9.25,29.5,38.5,11.15,3.15,3.2,,,,,,,0.8,0.8,0.8,0.6,1.0,0.8,0.6,0.6,0.2,0.8,0.5,0.3333333333333333,0.5,,,,0.6764705882352942,,1.3,0.3,3.5,3.1,1.2,0.396,6.0,2.8,0.469,1.5,1.0,0.7020000000000001,0.7,1.7,7.9,4.2,0.7,0.7
2016,1628502,LAL,Nigel Hayes,SF-PF,78.25,79.25,245.0,87.0,107.5,10.9,8.5,9.5,25.5,28.5,12.11,2.9,3.2,,0.4,0.4,0.6,0.8,0.4,,,,,,0.6,0.8,0.6,0.2,0.8,0.3333333333333333,0.3333333333333333,0.6666666666666666,,,,0.6363636363636364,0.6,1.0,0.0,0.0,1.0,0.0,0.0,1.5,0.5,0.33299999999999996,0.5,0.5,1.0,0.0,0.0,1.5,0.0,0.0,0.0
2016,1627741,NOP,Buddy Hield,SG,75.75,77.0,212.4,81.25,101.0,6.1,8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.1,2.6,4.2,1.6,0.369,8.3,3.2,0.39299999999999996,0.6,0.5,0.879,0.3,1.4,8.6,2.9,0.3,0.8
2016,1627743,BOS,Demetrius Jackson,PG,72.0,73.25,193.8,77.5,93.0,6.5,8.25,9.0,37.5,43.5,10.81,2.87,3.25,,,,,,,,,,,,,,,,,,,,,,,,,0.6,0.0,0.4,0.2,0.2,1.0,0.8,0.6,0.75,1.2,0.6,0.5,0.4,0.0,2.0,0.8,0.0,0.0
2016,1627744,LAC,Brice Johnson,PF,81.0,82.5,208.6,84.5,106.5,7.5,9.0,8.25,33.5,38.0,11.88,2.94,3.2,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.7,0.0,0.0,0.0,2.3,0.7,0.28600000000000003,0.0,0.0,0.0,0.3,0.0,1.3,1.0,0.7,0.3
2016,1627745,GSW,Damian Jones,C,82.25,83.5,243.6,87.75,107.0,6.55,8.75,10.5,36.0,37.0,11.35,3.12,3.2,,0.4,0.4,0.4,0.2,0.8,,,,,,0.6,0.8,0.4,0.6,0.6,0.5,0.8333333333333334,0.16666666666666666,,,,0.5806451612903226,,0.0,0.4,1.4,0.0,0.0,0.0,1.6,0.8,0.5,1.0,0.3,0.3,0.9,1.5,1.9,2.3,0.1,0.6
2016,1627746,SAC,Skal Labissiere,PF-C,82.5,83.75,215.8,86.5,105.5,5.7,8.75,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.4,3.4,0.2,0.1,0.375,6.6,3.5,0.537,2.2,1.6,0.703,1.5,1.9,8.8,4.9,0.5,1.1
2016,1627774,POR,Jake Layman,SF,80.0,81.25,208.6,81.25,102.0,7.1,8.25,9.25,33.0,39.5,11.35,2.82,3.24,,0.8,0.8,0.6,0.8,0.8,,,,,,0.6,0.8,0.2,0.8,1.0,0.3333333333333333,0.8333333333333334,0.8333333333333334,,,,0.8181818181818182,0.5454545454545454,0.3,0.1,0.5,1.5,0.4,0.255,2.5,0.7,0.292,0.5,0.4,0.765,0.2,0.6,2.2,0.7,0.3,0.3
2016,1627747,BKN,Caris LeVert,SG,77.75,79.0,191.0,82.0,101.0,7.55,8.5,9.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0.1,2.9,3.2,1.0,0.321,6.7,3.0,0.45,1.6,1.2,0.72,0.4,1.6,8.2,3.3,0.9,1.0
2016,1627748,MIL,Thon Maker,PF,83.75,84.75,216.0,87.0,110.5,6.05,8.75,9.5,32.0,36.5,11.15,3.09,3.33,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.5,1.3,1.3,0.5,0.37799999999999995,3.2,1.5,0.45899999999999996,0.9,0.6,0.653,0.7,1.5,4.0,2.0,0.2,0.3
2016,1627775,GSW,Patrick McCaw,PG-SG,77.25,78.75,180.8,82.0,100.5,4.7,8.75,8.75,30.0,38.0,11.01,2.97,3.3,,0.4,1.0,0.4,0.4,0.6,,,,,,0.4,0.6,0.8,0.2,0.6,0.6666666666666666,0.5,0.8333333333333334,,,,0.6666666666666666,0.6363636363636364,1.1,0.2,1.1,1.7,0.6,0.33299999999999996,3.5,1.5,0.433,0.5,0.4,0.784,0.3,0.9,4.0,1.4,0.5,0.5
2016,1629005,CLE,Malik Newman,SG,74.25,75.5,182.2,77.75,97.5,5.6,8.25,9.25,30.0,35.5,10.88,3.11,3.28,,0.6,1.0,0.2,0.8,0.6,,,,,,0.6,0.8,0.6,0.6,0.4,0.6666666666666666,0.8333333333333334,0.8333333333333334,,,,0.65625,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0
2016,1627777,IND,Georges Niang,PF,78.75,80.5,230.8,82.0,103.0,10.05,9.25,9.25,25.0,31.0,11.64,3.17,3.49,,0.8,0.6,0.8,0.8,1.0,,,,,,1.0,1.0,0.8,0.6,0.6,1.0,0.3333333333333333,0.6666666666666666,,,,0.7333333333333333,,0.2,0.0,0.7,0.5,0.0,0.083,1.6,0.4,0.25,0.1,0.1,1.0,0.1,0.3,0.9,0.7,0.1,0.2
2016,1627778,HOU,Chinanu Onuaku,C,81.0,82.0,245.2,86.75,108.5,8.55,9.0,8.0,27.5,33.5,11.65,3.0,3.5,,0.6,0.4,0.8,0.8,0.4,,,,,,0.4,0.4,0.4,0.2,0.2,0.3333333333333333,0.5,0.6666666666666666,,,,0.5757575757575758,,0.6,0.2,1.6,0.0,0.0,0.0,1.4,1.0,0.7140000000000001,0.8,0.8,1.0,0.4,1.2,2.8,2.0,0.6,0.8
2016,1627779,CHA,Marcus Paige,PG,72.5,73.75,163.8,78.25,97.0,4.3,7.75,8.75,33.5,39.5,10.82,2.69,3.15,,0.4,0.8,0.2,0.8,0.6,,,,,,0.4,0.6,1.0,0.4,0.4,0.6666666666666666,0.8333333333333334,0.8333333333333334,,,,0.8,,0.6,0.0,0.8,1.6,0.4,0.25,2.8,0.8,0.28600000000000003,0.4,0.4,1.0,0.0,0.0,2.4,0.8,0.0,0.0
